character,pinyin,english,hsk
窝,wō,"nest Measure, for broods, nests, etc.",6
勿,wù,(do) not,6
无比,wú bǐ,"incomparable, matchless",6
务必,wù bì,"to be sure to, must",6
误差,wù chā,"difference, error, inaccuracy (in easuring)",6
无偿,wú cháng,"free, free of charge",6
无耻,wú chǐ,"shameless, infamous, dishonorable",6
无从,wú cóng,"to have no way of doing sth., to not to be in a position to do sth.",6
舞蹈,wǔ dǎo,dance,6
无动于衷,wú dòng yú zhōng,"aloof, indifferent, unconcerned",6
无非,wú fēi,"nothing but, only, simply",6
乌黑,wū hēi,jet-black,6
误解,wù jiě,"misunderstanding, to misunderstand",6
无精打采,wú jīng dǎ cǎi,"dispirited, listless, in low spirits",6
无可奉告,wú kě fèng gào,no comment,6
无可奈何,wú kě nài hé,to have no alternative,6
无赖,wú lài,"rascal, hoodlum, hooligan",6
无理取闹,wú lǐ qǔ nào,"to make trouble without reason, to be deliberately awkward",6
物美价廉,wù měi jià lián,cheap and fine,6
污蔑,wū miè,"to slander, to defile",6
无能为力,wú néng wéi lì,"powerless, helpless",6
无穷无尽,wú qióng wú jìn,"endless, boundless",6
侮辱,wǔ rǔ,"to insult, to humiliate, to dishonor",6
务实,wù shí,pragmatic,6
无微不至,wú wēi bú zhì,meticulously,6
武侠,wǔ xiá,martial arts chivalry (Chinese genre),6
诬陷,wū xiàn,to plant false evidence against sbd.,6
无忧无虑,wú yōu wú lǜ,carefree and without worries,6
无知,wú zhī,"ignorance, ignorant, innocent",6
武装,wǔ zhuāng,"military, arms, equipment, to arm, to equip",6
物资,wù zī,goods and materials,6
溪,xī,"small stream, small river",6
细胞,xì bāo,cell (biology),6
媳妇,xí fu,"wife, daughter-in-law",6
膝盖,xī gài,knee,6
袭击,xí jī,"surprise attack, to attack by surprise, to raid",6
细菌,xì jūn,"bacterium, germ",6
系列,xì liè,series,6
熄灭,xī miè,"to go out, to die out, to stop burning",6
吸取,xī qǔ,"to absorb, to assimilate",6
昔日,xī rì,"formerly, in olden days",6
牺牲,xī shēng,"sacrifice, to sacrifice oneself, to lay down one's life",6
习俗,xí sú,"custom, tradition",6
喜闻乐见,xǐ wén lè jiàn,"to love to see and hear, a delight to see",6
夕阳,xī yáng,the setting sun,6
喜悦,xǐ yuè,"joy, delight, happy, joyous",6
细致,xì zhì,"careful, fine, meticulous",6
霞,xiá,evening or morning glow,6
狭隘,xiá ài,"narrow, tight, narrow minded",6
峡谷,xiá gǔ,"canyon, ravine",6
夏令营,xià lìng yíng,summer camp,6
下属,xià shǔ,"subordinate, vassal",6
狭窄,xiá zhǎi,"narrow, restricted (knowledge)",6
弦,xián,"bowstring, string, hypotenuse",6
嫌,xián,"suspicion, resentment, to dislike, to mind",6
现场,xiàn chǎng,"scene, site, locale, live, on-the-spot, on-site",6
现成,xiàn chéng,"ready-made, readily available",6
宪法,xiàn fǎ,constitution (law),6
陷害,xiàn hài,to frame up,6
闲话,xián huà,"gossip, digression",6
贤惠,xián huì,"chaste, virtuous (woman)",6
衔接,xián jiē,"to join together, to combine",6
先进,xiān jìn,"advanced, developed",6
鲜明,xiān míng,"clear-cut, distinct, colourful",6
掀起,xiān qǐ,"to lift, to begin, to set off",6
先前,xiān qián,"before, previously",6
馅儿,xiàn r,filling,6
陷入,xiàn rù,"to get caught up in, to sink into",6
线索,xiàn suǒ,"clue, hint, trail",6
纤维,xiān wéi,fiber,6
嫌疑,xián yí,suspicion,6
显著,xiǎn zhù,"notable, outstanding, remarkable",6
现状,xiàn zhuàng,"current situation, status quo",6
巷,xiàng,"lane, alley",6
相差,xiāng chà,to differ,6
向导,xiàng dǎo,guide,6
相等,xiāng děng,"to be equal, equal",6
想方设法,xiǎng fāng shè fǎ,to do everything possible,6
相辅相成,xiāng fǔ xiāng chéng,to complement each other,6
向来,xiàng lái,"always, all along",6
响亮,xiǎng liàng,"loud and clear, resounding",6
镶嵌,xiāng qiàn,"mosaic, to inlay, to embed, to set",6
向往,xiàng wǎng,"to yearn for, to look forward to",6
相应,xiāng yìng,"to correspond, corresponding, appropriate, relevant",6
响应,xiǎng yìng,"to answer, to respond to",6
乡镇,xiāng zhèn,"village, township",6
消除,xiāo chú,"to eliminate, to remove",6
消毒,xiāo dú,"disinfection, sterilization, to disinfect, to sterilize",6
消防,xiāo fáng,"fire control, fire fighting",6
消耗,xiāo hào,"consumption, to use up, to consume",6
销毁,xiāo huǐ,to destry (by melting or burning),6
消极,xiāo jí,"negative, passive, inactive",6
肖像,xiào xiàng,portrait,6
小心翼翼,xiǎo xīn yì yì,"very careful, prudent, deliberate",6
效益,xiào yì,benefit,6
屑,xiè,"crumbs, filings, to be worth it",6
携带,xié dài,"to carry, to take along",6
协会,xié huì,"association, union, society",6
谢绝,xiè jué,to refuse politely,6
泄露,xiè lòu,"to leak (information), to let out",6
泄气,xiè qì,"to feel discouraged, to lose heart, to be frustrated",6
协商,xié shāng,"to consult with, to talk things over, to negotiate about",6
协议,xié yì,"agreement, pact",6
协助,xié zhù,"to assist, to help, to aid",6
写作,xiě zuò,"writing, to write, to compose",6
新陈代谢,xīn chén dài xiè,metabolism,6
心得,xīn dé,"gained knowledge, what one has learned",6
信赖,xìn lài,"to trust, to rely on",6
新郎,xīn láng,bridegroom,6
心灵,xīn líng,"heart, soul, spirit, bright, smart",6
信念,xìn niàn,"faith, belief, conviction",6
新娘,xīn niáng,bride,6
辛勤,xīn qín,"industrious, hardworking, diligent",6
薪水,xīn shuǐ,"salary, wage",6
心态,xīn tài,"attitude, way of thinking, mentality",6
心疼,xīn téng,"to love dearly, to feel distressed, to feel sorry",6
欣慰,xīn wèi,to be gratified,6
欣欣向荣,xīn xīn xiàng róng,"flourishing, thriving",6
心血,xīn xuè,"painstaking effort, heart's blood",6
心眼儿,xīn yǎn r,"mind, intention, cleverness",6
信仰,xìn yǎng,"belief, conviction, faith, to believe in",6
新颖,xīn yǐng,"new, original",6
信誉,xìn yù,"prestige, reputation, standing",6
腥,xīng,fishy (smell),6
性感,xìng gǎn,"sex appeal, sexy",6
兴高采烈,xìng gāo cǎi liè,"to be happy and excited, to be in high spirits",6
幸好,xìng hǎo,fortunately,6
兴隆,xīng lóng,"prosperous, thriving",6
性命,xìng mìng,life,6
性能,xìng néng,"function, capability, performance",6
性情,xìng qíng,"nature, temperament",6
刑事,xíng shì,"criminal, penal",6
形态,xíng tài,"shape, form, pattern",6
兴旺,xīng wàng,"proserous, thriving",6
行政,xíng zhèng,administration,6
兴致勃勃,xìng zhì bó bó,to be in high spirits,6
凶恶,xiōng è,"fierce, evil, wicked",6
雄厚,xióng hòu,"rich, abundant, solid",6
胸怀,xiōng huái,"heart, mind, breadth of vision",6
凶手,xiōng shǒu,"murderer, assassin",6
胸膛,xiōng táng,"chest, thorax",6
绣,xiù,to emroider,6
羞耻,xiū chǐ,ashamed,6
修复,xiū fù,"restoration, to repair, to restore",6
修建,xiū jiàn,"to build, to construct",6
嗅觉,xiù jué,sense of smell,6
修理,xiū lǐ,"to repair, to fix",6
修养,xiū yǎng,"training, self-cultivation, good manners",6
虚假,xū jiǎ,"false, sham, dishonest",6
酗酒,xù jiǔ,"excessive drinking, alcohol abuse",6
许可,xǔ kě,"permission, to allow, to permit",6
畜牧,xù mù,animal husbandry,6
需求,xū qiú,"requirement, demand",6
虚荣,xū róng,vanity,6
虚伪,xū wěi,hypocritical,6
序言,xù yán,"preface, prologue",6
须知,xū zhī,"notice, information",6
选拔,xuǎn bá,"to choose, to select",6
悬挂,xuán guà,"to hang, to suspend",6
旋律,xuán lǜ,"rhythm, melody",6
悬念,xuán niàn,"suspense (movie, play, etc.), concern",6
宣誓,xuān shì,"to swear an oath, to make a vow",6
选手,xuǎn shǒu,"athlete, player",6
悬崖峭壁,xuán yá qiào bì,cliffside,6
宣扬,xuān yáng,"to publicize, to propagate, to make well known",6
旋转,xuán zhuǎn,"to rotate, to spin",6
学历,xué lì,educational background,6
削弱,xuē ruò,to weaken,6
雪上加霜,xuě shàng jiā shuāng,to add frost to snow,6
学说,xué shuō,"theory, doctrine",6
学位,xué wèi,academic degree,6
血压,xuè yā,blood pressure,6
循环,xún huán,"circle, loop, to cycle, to circulate",6
巡逻,xún luó,to patrol,6
寻觅,xún mì,to look for,6
熏陶,xūn táo,"to nurture, to influence positively",6
循序渐进,xún xù jiàn jìn,step by step,6
押金,yā jīn,"deposit, down payment",6
亚军,yà jūn,"runner-up, second place",6
压迫,yā pò,"to oppress, to repress",6
压岁钱,yā suì qián,money given to children during Spring Festival,6
压缩,yā suō,"compression, to compress, to squeeze, to reduce",6
压抑,yā yì,"to constrain, to oppress, oppressive, stifling, depressing",6
压榨,yā zhà,"to press, to squeeze, to extract juice by squeezing",6
压制,yā zhì,"to suppress, to inhibit, to stifle",6
演变,yǎn biàn,"to evolve, to develop",6
掩盖,yǎn gài,"to conceal, to cover up, to hide",6
眼光,yǎn guāng,"vision, foresight",6
沿海,yán hǎi,"coastal, along the coast",6
严寒,yán hán,"freezing, very cold",6
掩护,yǎn hù,"protection, cover, to screen, to shield, to cover",6
烟花爆竹,yān huā bào zhú,fireworks and crackers,6
演讲,yǎn jiǎng,"to lecture, to make a speech",6
严禁,yán jìn,to strictly prohibit,6
严峻,yán jùn,"serious, grim severe",6
严厉,yán lì,"strict, severe",6
言论,yán lùn,"speech, expression of opinion",6
严密,yán mì,"strict, tight, rigorous",6
淹没,yān mò,"to submerge, to drown, to flood out",6
延期,yán qī,"to delay, to postpone, to defer",6
炎热,yán rè,"burning hot, blistering hot",6
眼色,yǎn sè,"wink, meaningful glance",6
延伸,yán shēn,"to extend, to stretch, to spread",6
眼神,yǎn shén,"expression in eyes, eyesight",6
岩石,yán shí,rock,6
掩饰,yǎn shì,"to conceal, to cover up",6
验收,yàn shōu,"to verify and accept, to check on receipt",6
厌恶,yàn wù,"to hate, to detest, to loath",6
演习,yǎn xí,"exercise, practice, maneuver",6
眼下,yǎn xià,"now, at present",6
延续,yán xù,"to continue, to last",6
演绎,yǎn yì,"to deduce, to infer",6
验证,yàn zhèng,to test and verify,6
演奏,yǎn zòu,"to perform music, to play (music)",6
样品,yàng pǐn,"sample, specimen",6
氧气,yǎng qì,oxygen,6
摇摆,yáo bǎi,"to sway, to swing",6
要不然,yào bu rán,otherwise,6
要点,yào diǎn,"main point, essential",6
摇滚,yáo gǔn,Rock ’n’ Roll,6
摇晃,yáo huàng,"to rock, to shake, to sway",6
遥控,yáo kòng,remote control,6
要命,yào mìng,"extremely, serious",6
要素,yào sù,"essential factor, key element",6
咬牙切齿,yǎo yá qiè chǐ,to grind one's teeth in anger,6
谣言,yáo yán,rumor,6
耀眼,yào yǎn,"dazzling, glaring",6
遥远,yáo yuǎn,"faraway, remote, distant",6
野蛮,yě mán,"barbarous, uncivilized, wild",6
野心,yě xīn,ambition,6
亦,yì,also,6
翼,yì,"wing, flank, to assist; to help (an emperor)",6
以便,yǐ biàn,"so that, in order to",6
遗产,yí chǎn,"heritage, legacy",6
异常,yì cháng,"exceptional, unusual, abnormal",6
遗传,yí chuán,"heredity, inheritance, to inherit, to transmit",6
依次,yī cì,"in turn, in proper order",6
一度,yí dù,"once, for some time",6
一帆风顺,yì fān fēng shùn,smooth,6
一贯,yí guàn,"consistent, constant, all along",6
疑惑,yí huò,"doubt, to doubt",6
依旧,yī jiù,"as before, still like before",6
依据,yī jù,"basis, grounds, according to, based on",6
一举两得,yì jǔ liǎng dé,hit two birds with one stone,6
依靠,yī kào,"backing, support, to rely on, to depend on",6
依赖,yī lài,"to depend on, to be dependent on",6
毅力,yì lì,"perseverance, willpower",6
意料,yì liào,"anticipation, expectation, to anticipate, to expect",6
一流,yī liú,"best, top quality",6
遗留,yí liú,"to leave behind, to hand down (to next generation)",6
一律,yí lǜ,"same, uniformly, all, without exception",6
以免,yǐ miǎn,"in order to avoid, for fear that",6
一目了然,yí mù liǎo rán,obvious,6
仪器,yí qì,"instrument, apparatus",6
毅然,yì rán,"firmly, resolutely",6
一如既往,yì rú jì wǎng,"as before, just as in the past",6
衣裳,yī shang,clothes,6
遗失,yí shī,"to lose, to miss",6
仪式,yí shì,"ceremony, ritual",6
意识,yì shí,"consciousness, awareness, to be aware of",6
一丝不苟,yì sī bù gǒu,"meticulous, not one hair out of place",6
意图,yì tú,"intention, purpose",6
依托,yī tuō,"to rely on, to depend on",6
以往,yǐ wǎng,"in the past, formerly",6
意味着,yì wèi zhe,"to mean, to imply, to signify",6
一向,yí xiàng,"always, all along, constantly",6
意向,yì xiàng,"intention, purpose, disposition",6
一再,yí zài,"repeatedly, again and again",6
以至,yǐ zhì,"down to, up to, to such an extent as to",6
以致,yǐ zhì,"as a result, so that, consequently",6
意志,yì zhì,"will, determination",6
抑制,yì zhì,"to inhibit, to restrain, to suppress",6
隐蔽,yǐn bì,"to conceal, to hide",6
引导,yǐn dǎo,"introduction, to guide, to lead, to direct",6
隐患,yǐn huàn,hidden danger,6
隐瞒,yǐn mán,"to conceal, to hide, to cover up",6
阴谋,yīn móu,"plot, conspiracy, machination",6
引擎,yǐn qíng,engine,6
饮食,yǐn shí,food and drink,6
印刷,yìn shuā,"printing, to print",6
隐私,yǐn sī,"one's secrets, private matters",6
音响,yīn xiǎng,"sound, stereo, acoustics",6
引用,yǐn yòng,"to quote, to cite",6
隐约,yǐn yuē,"indistinct, faint",6
应酬,yìng chou,"social niceties, business dinner",6
婴儿,yīng ér,"baby, infant",6
盈利,yíng lì,"profit, gain",6
迎面,yíng miàn,"head-on, face to face",6
英明,yīng míng,"wise, brilliant",6
荧屏,yíng píng,TV screen,6
应邀,yìng yāo,"on invitation, at sbd.'s invitation",6
英勇,yīng yǒng,"bravery, heroic, brave, valiant",6
用功,yòng gōng,"diligent, hardworking",6
永恒,yǒng héng,"eternity, eternal, everlasting",6
拥护,yōng hù,"advocacy, to support, to stand up for, to advocate",6
用户,yòng hù,"user, consumer",6
庸俗,yōng sú,"vulgar, philistine",6
涌现,yǒng xiàn,"to emerge in large numbers, to spring up",6
拥有,yōng yǒu,"to have, to possess",6
勇于,yǒng yú,"to dare to, to have the courage to",6
踊跃,yǒng yuè,"to leap, to jump, enthusiastic, eager",6
诱惑,yòu huò,"temptation, enticement, to entice, to lure, to tempt",6
油腻,yóu nì,"oily, greasy",6
油漆,yóu qī,"oil paints, lacquer, to paint",6
犹如,yóu rú,"similar to, as if, just lik",6
优胜劣汰,yōu shèng liè tài,survival of the fittest,6
有条不紊,yǒu tiáo bù wěn,"methodically, in an orderly way",6
优先,yōu xiān,"priority, preferential",6
优异,yōu yì,"exceptional, outstanding",6
忧郁,yōu yù,"sullen, heavyhearted, melancholy",6
优越,yōu yuè,"superiority, superior, advantageous",6
幼稚,yòu zhì,"childish, immature, naive",6
愈,yù,"to recover, the more ... the more",6
愚蠢,yú chǔn,"stupid, foolish, silly",6
预料,yù liào,"to anticipate, to predict, to expect",6
舆论,yú lùn,public opinion,6
愚昧,yú mèi,"ignorance, ignorant, fatuous",6
渔民,yú mín,fisherman,6
预期,yù qī,"to expect, to anticipate, expected",6
与日俱增,yǔ rì jù zēng,to increase steadily,6
羽绒服,yǔ róng fú,down garment,6
预赛,yù sài,"preliminary competition, heats",6
预算,yù suàn,budget,6
欲望,yù wàng,"desire, longing, appetite",6
预先,yù xiān,"beforehand, prior",6
预言,yù yán,"prophecy, to predict",6
寓言,yù yán,fable,6
予以,yǔ yǐ,"to give, to grant",6
预兆,yù zhào,"omen, portent",6
原告,yuán gào,plaintiff,6
原理,yuán lǐ,"principle, theory",6
园林,yuán lín,"garden, park",6
圆满,yuán mǎn,"satisfactory, perfect",6
源泉,yuán quán,"source, fountain, spring",6
原始,yuán shǐ,"original, primitive, firsthand",6
元首,yuán shǒu,head of state,6
元素,yuán sù,"element, basic element",6
冤枉,yuān wang,"to treat sbd. unjustly, to do sbd. wrong, not worth the effort, not worthwhile",6
原先,yuán xiān,"former, original",6
元宵节,Yuán xiāo jié,Lantern festival,6
岳父,yuè fù,wife's father,6
乐谱,yuè pǔ,"musical score, notation",6
约束,yuē shù,"restriction, constraint, to restrict, to limit to",6
熨,yùn,to iron,6
蕴藏,yùn cáng,"to hold in store, to contain",6
酝酿,yùn niàng,"to brew, to ferment, to incubate (used in abstract way)",6
运算,yùn suàn,"operation (mathematical), to calculate",6
运行,yùn xíng,"to be in motion, to run",6
孕育,yùn yù,"gestation, to be pregnant, to gestate",6
砸,zá,"to smash, to pound, to fail",6
咋,zǎ,"why, how",6
